username,photosCount,commentsCount,likesCount
"barbarojessica",0.0,0.0,1
"shannonsarlak",0.0,0.0,2
"_jesas_",0.0,0.0,3
"lacteciduch271",0.0,0.0,1
"krystalrhb",0.0,0.0,3
"directorklove",0.0,0.0,1
"turbo_reset",0.0,0.0,5
"art_death",0.0,0.0,3
"zanna098",0.0,0.0,1
"u92vhhb",0.0,0.0,1
"ermesmeloni",0.0,0.0,1
"tracy_aswad",0.0,0.0,1
"180messenger",0.0,0.0,2
"nonperdiamoquestotreno",0.0,0.0,10
"despoina_maria",0.0,0.0,55
"mavramov",0.0,0.0,4
"shannon_raexo",0.0,0.0,1
"jack80x",0.0,0.0,2
"dragonpoliz",0.0,0.0,1
"me_n_mags",0.0,0.0,1
"_visitbus",0.0,0.0,12
"alireza_meghdadian",0.0,0.0,1
"rafacholiveira",0.0,0.0,1
"elenaimperiale",0.0,0.0,8
"beyondtoast",0.0,0.0,1
"lanaxxrey",0.0,0.0,1
"jemambri",0.0,0.0,5
"_khalifabm",0.0,0.0,2
"justin.roksana",0.0,0.0,1
"coffeetumbler",0.0,0.0,124
"massimodecandido",0.0,0.0,1
"mariapiafron",0.0,0.0,1
"xxsaarahx",0.0,0.0,1
"vinhntran",0.0,0.0,1
"canadainabox",0.0,0.0,2
"martapastor__",0.0,0.0,5
"vicio_am",0.0,0.0,1
"escaphotography",0.0,0.0,1
"jullyneymarzete",0.0,0.0,1
"vgede",0.0,0.0,1
"cathie_mint",0.0,0.0,1
"musttnote",0.0,0.0,1
"thitsanddal",0.0,0.0,1
"izaac",0.0,0.0,1
"shapave",0.0,0.0,2
"lena_kz",0.0,0.0,1
"cromladz051",0.0,0.0,2
"debcaporella",0.0,0.0,25
"pinar.o",0.0,0.0,1
"aneiveron",0.0,0.0,1
"anniemcfly_",0.0,0.0,4
"gymspotter",0.0,0.0,2
"itsnotjustbriar",0.0,0.0,1
"happyplugs",0.0,0.0,1
"jennyxflowers",0.0,0.0,1
"chargerchic63",0.0,0.0,5
"nie_mam__pomyslu_",0.0,0.0,1
"moh_ulienuha",0.0,0.0,1
"tombiga70",0.0,0.0,22
"morsvation",0.0,0.0,1
"francescadestefano_",0.0,0.0,2
"dadosasso",0.0,0.0,3
"schutzh",0.0,0.0,4
"rosaalyn_",0.0,0.0,9
"nnoguer",0.0,0.0,4
"andietarlton",0.0,0.0,1
"marikillanerja",0.0,0.0,1
"esplorare",0.0,0.0,5
"giuseppeivo",0.0,0.0,1
"lilouisaqueen",0.0,0.0,1
"d1king_gemon",0.0,0.0,2
"maariannacolombo_",0.0,0.0,1
"lior_bosin",0.0,0.0,1
"fedelamanna",0.0,0.0,1
"wylooocik",0.0,0.0,1
"slurpingape",0.0,0.0,1
"fernando_garciaw",0.0,0.0,1
"fgaristo",0.0,0.0,2
"rossibianchi",0.0,0.0,3
"minazucchero",0.0,0.0,7
"chefnewbe",0.0,0.0,1
"thatboricua__",0.0,0.0,1
"hnegi3",0.0,0.0,1
"oc74",0.0,0.0,7
"narciso_di_terra",0.0,0.0,7
"edoardogandini_",0.0,0.0,1
"angelalosurdo",0.0,0.0,1
"mirbcna",0.0,0.0,2
"clara13.05",0.0,0.0,3
"gianlucaobe",0.0,0.0,1
"francoisegram",0.0,0.0,1
"veronique.23",0.0,0.0,1
"giul29",0.0,0.0,2
"red__ryder",0.0,0.0,1
"lauraherrera.1d",0.0,0.0,1
"fabeyboy",0.0,0.0,3
"dreamin.of.utopia",0.0,0.0,2
"delsiecijodie",0.0,0.0,1
"luisrauss",0.0,0.0,1
"thegaughan",0.0,0.0,1
"whitttnnneeeyyy",0.0,0.0,1
"melijolam.essen",0.0,0.0,9
"sarfres22",0.0,0.0,1
"adrianadep",0.0,0.0,5
"menslifestyle2015",0.0,0.0,1
"fefepicci",0.0,0.0,1
"themiamichronicles",0.0,0.0,1
"il_mondo_di_sophia",0.0,0.0,1
"joghi00",0.0,0.0,5
"spyxe1",0.0,0.0,1
"letrixie",0.0,0.0,1
"dogademirbek",0.0,0.0,1
"_vanevanity_",0.0,0.0,1
"heechai",0.0,0.0,1
"totoriton",0.0,0.0,64
"zuzuzuzuz_",0.0,0.0,1
"glieventidiclaudia",0.0,0.0,1
"fitnicoberlin",0.0,0.0,3
"fitpsych",0.0,0.0,2
"jscarratt_",0.0,0.0,2
"momeme_lifestyle",0.0,0.0,5
"mattsilverpr",0.0,0.0,2
"mandyvinkbreda",0.0,0.0,1
"jennifers.pics",0.0,0.0,1
"carlosrdzbeta",0.0,0.0,3
"jessinardelli",0.0,0.0,1
"federicacastello",0.0,0.0,13
"chrisknightphoto",0.0,0.0,2
"ninnasblog",0.0,0.0,1
"kuroemonncl",0.0,0.0,1
"kendramariephoto",0.0,0.0,1
"ierardiisabella",0.0,0.0,1
"trishavh",0.0,0.0,1
"cristinagonzalezacemel",0.0,0.0,1
"xxiimcmxcvi",0.0,0.0,1
"angelapogliaghi",0.0,0.0,1
"belsdmotta",7,0.0,2
"_michelelamacchia_",0.0,0.0,5
"kazhal.fa",0.0,0.0,1
"mulletman_9",0.0,0.0,1
"melikeson",0.0,0.0,1
"federyca",0.0,0.0,4
"meoulini_pont",0.0,0.0,1
"umpikar",0.0,0.0,2
"joaninha_6",0.0,0.0,1
"akepulla",0.0,0.0,2
"anna_isachenko",0.0,0.0,2
"healthy_fit_anjushka",0.0,0.0,1
"nakagaywa",0.0,0.0,1
"nis_sim",0.0,0.0,2
"ralf_mendoza_",0.0,0.0,31
"elicele",0.0,0.0,1
"mosky00",0.0,0.0,1
"emilylawxo",0.0,0.0,7
"nilgun_ilker",0.0,0.0,2
"handemirli_",0.0,0.0,3
"achazebustaz",0.0,0.0,1
"enza.lopez.9",0.0,0.0,1
"brunnacalil1",0.0,0.0,1
"tomlaz01",0.0,0.0,1
"stright_flexin.or_nah",0.0,0.0,1
"thevegantry",0.0,0.0,2
"dominikaolszewska_",0.0,0.0,1
"marylocantore",0.0,0.0,1
"luca.peluca",0.0,0.0,3
"ummchad",0.0,0.0,1
"rudefuji",0.0,0.0,2
"gioginaolivia",0.0,0.0,13
"eltonsan_2015",0.0,0.0,9
"julietromeove",0.0,0.0,2
"kathrina.ferdova",0.0,0.0,1
"hakkibasar",0.0,0.0,1
"marghedelre",0.0,0.0,1
"captatio_benevolentiae",0.0,0.0,1
"chanidapa123",0.0,0.0,1
"lyl_lou",0.0,0.0,1
"originalbum87",0.0,0.0,4
"smoothyboovy",0.0,0.0,1
"causethenightisours",0.0,0.0,1
"adriprado17",0.0,0.0,17
"ema_monello",0.0,0.0,1
"the_psycho_squirrel",0.0,0.0,2
"giuseppeavitabile",0.0,0.0,1
"lericettedellostudente",0.0,0.0,41
"graggrii",0.0,0.0,1
"love.food.again",0.0,0.0,2
"b.3.4",0.0,0.0,1
"mosbeytena",0.0,0.0,1
"deyerlim.0l",0.0,0.0,3
"attenomiss",0.0,0.0,12
"bluemorphine_",0.0,0.0,1
"perliuz_",0.0,0.0,1
"patfra",0.0,0.0,1
"nana_961",0.0,0.0,6
"meg_ghe",0.0,0.0,5
"yuriymakushev",0.0,0.0,1
"beautiful_umbria",0.0,0.0,5
"liztauben",0.0,0.0,1
"loli.ahmad",0.0,0.0,2
"alex_catlady",0.0,0.0,6
"claumonter",0.0,0.0,1
"yokoanzai",0.0,0.0,1
"tea.andcarbonara",0.0,0.0,1
"chiaracattaneoo",0.0,0.0,8
"chiquitoluisito",0.0,0.0,1
"paolaspandrio",0.0,0.0,1
"livio_sola",0.0,0.0,1
"lulucot",0.0,0.0,1
"dukan_can",0.0,0.0,2
"marleenlena",0.0,0.0,12
"alessia.paradisi.01",0.0,0.0,1
"iloverebels",0.0,0.0,1
"brawalsh",0.0,0.0,1
"marikosakata",0.0,0.0,4
"junyuina",0.0,0.0,3
"sebamo",0.0,0.0,1
"shelley_rodgers_mimi",0.0,0.0,3
"gioly95",0.0,0.0,2
"msladypimp",0.0,0.0,1
"anitsircina",0.0,0.0,7
"steven_nns",0.0,0.0,1
"lady_bojana",0.0,0.0,1
"inbal1818",0.0,0.0,6
"looolyes",0.0,0.0,1
"karaoglan210",0.0,0.0,1
"kinggeorge06",0.0,0.0,1
"lostinmykitchen79",0.0,0.0,10
"marina_jk1",0.0,0.0,1
"carlobrambilla",0.0,0.0,1
"ece_demiir",0.0,0.0,1
"akhabenko",0.0,0.0,4
"ms.fotografie",0.0,0.0,2
"usefulforms",0.0,0.0,1
"lollo_tody",0.0,0.0,1
"lara_02_08",0.0,0.0,2
"nadz_shahid",0.0,0.0,1
"lemilleeunanotte",0.0,0.0,10
"jezzillia",0.0,0.0,1
"exoticwaterwear",0.0,0.0,1
"__xmanux__",0.0,0.0,2
"giulioa7",0.0,0.0,1
"demozz",0.0,0.0,12
"claudiapasq",0.0,0.0,2
"sara_paletz",0.0,0.0,4
"miri_enjoys_life",0.0,0.0,5
"p_arthur_",0.0,0.0,2
"bettaamarini",0.0,0.0,1
"flo_c91",0.0,0.0,12
"k_kkarol",0.0,0.0,1
"elliottbryce",0.0,0.0,1
"ve_ronica_",0.0,0.0,3
"sueliaglieco",0.0,0.0,1
"ys_cuellar_",0.0,0.0,1
"lesliesayerst",0.0,0.0,1
"olenka2309",0.0,0.0,2
"lucrezialucchetti",0.0,0.0,18
"ohayman",0.0,0.0,1
"itscraig__",0.0,0.0,1
"nano_slim_2015",0.0,0.0,1
"whaledreamer",0.0,0.0,2
"claudiaping",0.0,0.0,6
"_giadalucarelli_",0.0,0.0,1
"do23do23",0.0,0.0,1
"it.s.cristina",0.0,0.0,2
"fradp86",0.0,0.0,7
"food_travel_nature",0.0,0.0,1
"desireemumm",0.0,0.0,1
"sciardac_1922",0.0,0.0,1
"_arrowst",0.0,0.0,1
"doloreshaze89",0.0,0.0,1
"angelicazurlo",0.0,0.0,4
"mary_nailsx3",0.0,0.0,1
"ekimpisa",0.0,0.0,1
"foodfatuation",0.0,0.0,19
"bonappetitfromparis",0.0,0.0,19
"randombackpacker",0.0,0.0,2
"julianaarnonidebarros",0.0,0.0,1
"luna_mayy",0.0,0.0,6
"kk11121979",0.0,0.0,1
"andrea.neri.79",0.0,0.0,1
"rachalyxbramlett",0.0,0.0,4
"sydneymlopez",0.0,0.0,1
"annabarbe",0.0,0.0,2
"plancen376079",0.0,0.0,2
"pattypaso",0.0,0.0,2
"hipstagramlul",0.0,0.0,1
"paolettamand",0.0,0.0,5
"dnldvt",0.0,0.0,5
"matilde.fiore",0.0,0.0,1
"indypendentmckinnon",0.0,0.0,1
"jordy_corallo",0.0,0.0,1
"robygobby",0.0,0.0,4
"heatherbrooke124",0.0,0.0,1
"anmengni_e",0.0,0.0,5
"angelasal75",0.0,0.0,20
"giftpuppy",0.0,0.0,1
"mayjirapann",0.0,0.0,2
"swissexplorer",0.0,0.0,1
"skippyheart",0.0,0.0,4
"robi1694",0.0,0.0,1
"aycacoskundeniz",0.0,0.0,1
"giulialopriore",0.0,0.0,2
"idaniani",0.0,0.0,4
"bohoartdesign",0.0,0.0,1
"sefani_tangindra",0.0,0.0,1
"doubleh68",0.0,0.0,1
"nnlki",0.0,0.0,1
"s.iv",0.0,0.0,1
"rossellascafuto",0.0,0.0,1
"roguedax",0.0,0.0,5
"ericadegani",0.0,0.0,2
"melissalonigro",0.0,0.0,1
"westcasting12",0.0,0.0,2
"wild_child_hood",0.0,0.0,2
"ixulii90",0.0,0.0,4
"thusaukid",0.0,0.0,4
"meesa_meow",0.0,0.0,1
"viddo86",0.0,0.0,1
"lisbeth3355",0.0,0.0,1
"xuan.yu_038",0.0,0.0,1
"ladymissxx",0.0,0.0,1
"lisvgrvce",0.0,0.0,2
"cheap.hotels.worldwide",0.0,0.0,1
"sea_and_food",0.0,0.0,1
"giuiaco61",0.0,0.0,6
"swimmy79",0.0,0.0,1
"davidsignorile",0.0,0.0,1
"cakesbycococy",0.0,0.0,1
"serbianbabby",0.0,0.0,1
"_nick_sh_",0.0,0.0,1
"alina.shirov",0.0,0.0,1
"vamplets",0.0,0.0,1
"lizfuckyeah",0.0,0.0,1
"lenarispo",0.0,0.0,4
"amy_amilyy",0.0,0.0,1
"m_cadoret",0.0,0.0,1
"rossellaocchi",0.0,0.0,1
"vejxne",0.0,0.0,1
"malizia123",0.0,0.0,2
"halu0106",0.0,0.0,1
"ahxan70",0.0,0.0,1
"duudaas2",0.0,0.0,1
"uunkarmapesante",0.0,0.0,1
"_yurinsamontilla",0.0,0.0,2
"timonion",0.0,0.0,1
"eliupoi",0.0,0.0,3
"acapellamx",0.0,0.0,3
"senerart_wolf_inn",0.0,0.0,5
"damansingh91097",0.0,0.0,1
"demetbgurkan",0.0,0.0,1
"epepepes",0.0,0.0,9
"crazyfoodexplorer",0.0,0.0,1
"fivestar_vybe",0.0,0.0,1
"shaikeren",0.0,0.0,5
"lulotta.2001",0.0,0.0,1
"cristinaabitabile",0.0,0.0,1
"iamziggaleoo",0.0,0.0,1
"kathrin_j",0.0,0.0,2
"lorena_palermo",0.0,0.0,1
"ceciliamarrocolo",0.0,0.0,4
"bulentvurgun",0.0,0.0,1
"culinaryharassment",0.0,0.0,10
"locasmemorata",0.0,0.0,5
"gaiafaustini",0.0,0.0,1
"ale_fornara",0.0,0.0,3
"vanessacataldo84",0.0,0.0,1
"timsaid_photography",0.0,0.0,1
"siecina",0.0,0.0,1
"janine_streng",0.0,0.0,1
"scruffy_cub_boy",0.0,0.0,1
"riana_etienne",0.0,0.0,2
"julessit",0.0,0.0,5
"xavifoodandmountains",0.0,0.0,1
"basedsavon",0.0,0.0,1
"alexisgiannol",0.0,0.0,5
"melodiebernt",0.0,0.0,1
"tommimazzi",0.0,0.0,1
"sibeloztrkk",0.0,0.0,2
"keon",0.0,0.0,1
"la_cermi",0.0,0.0,2
"emiko_vivienne_umezu",0.0,0.0,1
"sop_91",0.0,0.0,1
"elisarapetti",0.0,0.0,1
"valentinamariasole",0.0,0.0,10
"bnwmood",0.0,0.0,2
"kokosladfe",0.0,0.0,2
"brooklynpapers",0.0,0.0,1
"donato_giaffreda",0.0,0.0,1
"guyosef",0.0,0.0,1
"ferocesettembre",0.0,0.0,1
"kaitlynconnelly_",0.0,0.0,1
"vannah_gotchagood",0.0,0.0,1
"lovesickgalaxy",0.0,0.0,1
"sullenuvole",0.0,0.0,3
"team_seannyg",0.0,0.0,1
"mimisouthofthebordercollie",0.0,0.0,1
"star_wanderlust",0.0,0.0,2
"giorgia_battistelli",0.0,0.0,2
"kukibboop",0.0,0.0,1
"maddie_melchiori",0.0,0.0,1
"mia.miri",0.0,0.0,4
"chefjani",0.0,0.0,1
"kingtress",0.0,0.0,1
"fashionpolitan",0.0,0.0,2
"niveraguilar_",0.0,0.0,1
"mariabellee",0.0,0.0,5
"____.sharon.____",0.0,0.0,1
"sissikobs",0.0,0.0,4
"nina0803",0.0,0.0,2
"35matias",0.0,0.0,1
"saramademoiselle",0.0,0.0,1
"makemehot_gabriel",0.0,0.0,1
"piet2691",0.0,0.0,1
"cristinapellegrinelli",0.0,0.0,1
"danilocensi",0.0,0.0,1
"katka_ko",0.0,0.0,9
"wetoceanclothing",0.0,0.0,3
"elimaragno",0.0,0.0,1
"oste_tremare",0.0,0.0,1
"barbaracambria",0.0,0.0,1
"hoy_juandomingo",0.0,0.0,12
"decorousvwa",0.0,0.0,1
"josephenmanuel_",0.0,0.0,1
"lotwillemsx",0.0,0.0,3
"soniatamburini",0.0,0.0,1
"elisa_eli91",0.0,0.0,2
"_xsnfoor",0.0,0.0,1
"ersilia_difra",0.0,0.0,1
"serhatgunduzalp",0.0,0.0,1
"giorgiana_sandu",0.0,0.0,1
"jenn.babyy",0.0,0.0,1
"giavanni_gabrielle",0.0,0.0,1
"bruniantonella",0.0,0.0,1
"positivelybel",0.0,0.0,1
"giovannimaxia",0.0,0.0,11
"la_duda10",0.0,0.0,4
"___qu___",0.0,0.0,1
"summerbodymission",0.0,0.0,1
"__stooop__",0.0,0.0,1
"walkingdreamghe",0.0,0.0,1
"melyprivy83",0.0,0.0,178
"ohsweetblindness",0.0,0.0,18
"michela_ax",0.0,0.0,1
"felicesturda",0.0,0.0,1
"ro63by",0.0,0.0,1
"guru5050",0.0,0.0,3
"ncnick666",0.0,0.0,1
"qxwho",0.0,0.0,1
"before5am",0.0,0.0,1
"dafna_rus",0.0,0.0,1
"ellis__d",0.0,0.0,1
"mzchristylynn",0.0,0.0,2
"bodzilla84",0.0,0.0,1
"rodriigonicolasc",0.0,0.0,2
"marghetil",0.0,0.0,16
"adamjhassan",0.0,0.0,1
"javaherian_floret",0.0,0.0,1
"vale_serri",0.0,0.0,1
"galluccioteresa",0.0,0.0,1
"sinudine",0.0,0.0,2
"jacquerrio",0.0,0.0,2
"phroggyy",0.0,0.0,2
"18stefania",0.0,0.0,77
"mollyk_p",0.0,0.0,1
"truecooks",0.0,0.0,27
"nutrifree",0.0,0.0,1
"tottagasp",0.0,0.0,4
"jackjie.brown",0.0,0.0,3
"therealphamous",0.0,0.0,1
"giorgio.ross.9",0.0,0.0,2
"dzenita_10_24_bosna",0.0,0.0,1
"de.leon_",0.0,0.0,1
"mhq0905",0.0,0.0,31
"kendall.fuhrman",0.0,0.0,1
"aquaeliteevents",0.0,0.0,3
"baseball25384994",0.0,0.0,2
"giostra275",0.0,0.0,4
"aurora_cosenza_fenoglio",0.0,0.0,1
"fedepagani",0.0,0.0,2
"naha_pba",0.0,0.0,1
"yekimm",0.0,0.0,2
"b_e_n_z_o_",0.0,0.0,3
"baokye",0.0,0.0,3
"lynxzhr",0.0,0.0,1
"mikemaiorisi",0.0,0.0,3
"youngnwise_",0.0,0.0,2
"xalisyacowleyx",0.0,0.0,1
"cloverlau_lucky",0.0,0.0,2
"letortedioggi",0.0,0.0,1
"jetsettingbirds",0.0,0.0,2
"vale291212",0.0,0.0,5
"bradensisk",0.0,0.0,1
"elton_santiago_michelini",0.0,0.0,9
"maridan85",0.0,0.0,2
"giacomo_rossi",0.0,0.0,1
"isalexalmeida",0.0,0.0,3
"lovetogopro",0.0,0.0,1
"mariastaccatoelena",0.0,0.0,3
"monariza11",0.0,0.0,3
"acciipicchia",0.0,0.0,1
"valebluette",0.0,0.0,3
"_sisia_",0.0,0.0,142
"lumasiero74",0.0,0.0,2
"marzia.marino",0.0,0.0,1
"greatnaturede",0.0,0.0,4
"_canturk_",0.0,0.0,7
"alessandrobg",0.0,0.0,2
"minaergeneli",0.0,0.0,1
"mykonosdaily",0.0,0.0,4
"kirstenmaryward",0.0,0.0,1
"erica.sari",0.0,0.0,5
"gianleti",0.0,0.0,2
"sillibonetti",0.0,0.0,2
"gabs07",0.0,0.0,1
"ikeesbits",0.0,0.0,6
"leeloo_pass",0.0,0.0,2
"wesquirke",0.0,0.0,1
"_mazzz",0.0,0.0,1
"bigfooman",0.0,0.0,5
"polinagorban",0.0,0.0,2
"phorvat93",0.0,0.0,1
"antonellanellyna",0.0,0.0,1
"mosaiksteinchen15",0.0,0.0,1
"raviolifattiamano",2,0.0,79
"ju_nakano",0.0,0.0,15
"simpleveganlife",0.0,0.0,5
"idkkieraa",0.0,0.0,1
"cathers065",0.0,0.0,1
"elites80",0.0,0.0,1
"msgabs92",0.0,0.0,1
"humbears91",0.0,0.0,1
"nautiello",0.0,0.0,1
"yaviviartistry",0.0,0.0,1
"ilasilvestri",0.0,0.0,1
"stefano3655",0.0,0.0,18
"xtinexoxo",0.0,0.0,1
"team_rg8",0.0,0.0,1
"entatliuykumsun",0.0,0.0,1
"kaymetlondon",0.0,0.0,1
"airei1976",0.0,0.0,2
"taeahh",0.0,0.0,1
"coolreeree",0.0,0.0,1
"_bricely",0.0,0.0,1
"alexldq",0.0,0.0,1
"brunette_92",0.0,0.0,1
"lu1g1_v0lp3",0.0,0.0,4
"blondiesuite101",0.0,0.0,1
"_gemini68",0.0,0.0,1
"thefrontroomltd",0.0,0.0,1
"idangavni",0.0,0.0,1
"comatsuna",0.0,0.0,1
"pablo_micio",0.0,0.0,62
"giofoodart",0.0,0.0,15
"albo_dread",0.0,0.0,1
"connor_mc15",0.0,0.0,1
"roby87r",0.0,0.0,3
"lauraperx77",0.0,0.0,2
"gogasironi",0.0,0.0,1
"ori_sher",0.0,0.0,24
"pollipollicina",0.0,0.0,2
"giadabotzari",0.0,0.0,1
"zimtstoff",0.0,0.0,7
"aliceeevanzin",0.0,0.0,12
"chantalmenna",0.0,0.0,1
"gambafilippo",0.0,0.0,1
"_samystar_",0.0,0.0,22
"silvia_borri",0.0,0.0,5
"ms.hyunae",0.0,0.0,5
"rickgrosman",0.0,0.0,1
"kicco_t",0.0,0.0,1
"evapronoun",0.0,0.0,3
"vasca87",0.0,0.0,3
"liriksel",0.0,0.0,3
"americafuckyuh",0.0,0.0,1
"mildredlafrancea",0.0,0.0,1
"machiand_",0.0,0.0,3
"elenabestmilano",0.0,0.0,1
"camilleonrouge",0.0,0.0,7
"marktomzg",0.0,0.0,2
"giulia_casagranda",0.0,0.0,2
"giadamei",0.0,0.0,14
"carolina_lloovvee",0.0,0.0,1
"flippy1991",0.0,0.0,1
"vionc",0.0,0.0,1
"mz._motivated5015",0.0,0.0,1
"mirca_brancaleone",0.0,0.0,2
"linee_h",0.0,0.0,1
"espritdebeaute",0.0,0.0,7
"azr024",0.0,0.0,9
"ariannaferrari",0.0,0.0,2
"pyckavetaaron",0.0,0.0,1
"nadinejuettner",0.0,0.0,1
"federosc",0.0,0.0,1
"lullethrum",0.0,0.0,1
"maryspanu",0.0,0.0,10
"ken868",0.0,0.0,1
"macristy91",0.0,0.0,2
"pegi_zx",0.0,0.0,1
"upslantdesign",0.0,0.0,1
"wiesenraute",0.0,0.0,1
"aless_p84",0.0,0.0,1
"ig_ivangandola",0.0,0.0,1
"silviaccorintidaquino",0.0,0.0,1
"r.physique",0.0,0.0,1
"c0rentin98",0.0,0.0,1
"caffefloriamrestaurant",48,0.0,1
"a1_enroy",0.0,0.0,1
"bliamor",0.0,0.0,1
"danielkaptur",0.0,0.0,1
"anice_stellato",0.0,0.0,3
"qaxafi",0.0,0.0,1
"rosynontelodico",0.0,0.0,1
"ftrabbold",0.0,0.0,1
"ale_tk",0.0,0.0,6
"mljoergensen",0.0,0.0,7
"marcobonziofficial",0.0,0.0,2
"tempiduri",0.0,0.0,2
"marv_ma",0.0,0.0,1
"jesseaston",0.0,0.0,1
"0_marta_0",0.0,0.0,1
"maria.vuu",0.0,0.0,1
"cagnottojack",0.0,0.0,13
"anacarolccs",0.0,0.0,1
"costanzacarozzo",0.0,0.0,1
"photo_david",0.0,0.0,1
"luca_stein00",0.0,0.0,1
"chefseth43",0.0,0.0,8
"karlmv",0.0,0.0,2
"valecanella",0.0,0.0,3
"ianeta",0.0,0.0,1
"instasalvio",0.0,0.0,1
"clarabottarini",0.0,0.0,1
"amelijulia",0.0,0.0,1
"theloveeerrr",0.0,0.0,2
"best_10_restaurants",0.0,0.0,1
"silvioskij",0.0,0.0,8
"felipe_zea",0.0,0.0,1
"geraldopcf",0.0,0.0,1
"food_bev_milano",0.0,0.0,2
"nastyxxo",0.0,0.0,2
"chefmarzi",0.0,0.0,1
"ivana_divnic",0.0,0.0,1
"rickcretella",0.0,0.0,1
"feyriyani",0.0,0.0,1
"itsumiyoko_carillo",0.0,0.0,1
"vilmary",0.0,0.0,1
"lucrezia_cerets",0.0,0.0,1
"esterreeser",0.0,0.0,1
"jonathanxrobert",0.0,0.0,1
"foodieave",0.0,0.0,1
"juliia0992",0.0,0.0,6
"marghe_serra",0.0,0.0,5
"alysoncolt",0.0,0.0,1
"lilliennesvann",0.0,0.0,1
"zaclaura",0.0,0.0,5
"antonio5grana",0.0,0.0,1
"rchiddoraf",0.0,0.0,38
"ilovenorway_promote1",0.0,0.0,1
"ellenpatriciapring",0.0,0.0,1
"lavolpeastratta",0.0,0.0,1
"dontsteponmyflora",0.0,0.0,1
"vivincina",0.0,0.0,20
"karanisa",0.0,0.0,1
"alainmartinezphoto",0.0,0.0,1
"_music.and.bands_",0.0,0.0,1
"wwicked_one",0.0,0.0,1
"angelsgiu",0.0,0.0,1
"jessiplk",0.0,0.0,1
"flatnflorence",0.0,0.0,4
"viagaribaldi12",0.0,0.0,1
"_donthand",0.0,0.0,1
"immeddyguida",0.0,0.0,1
"applepie_82",0.0,0.0,2
"kbsugarfree",0.0,0.0,2
"neverendinghope",0.0,0.0,1
"d_grgsch",0.0,0.0,4
"bajumurah87",0.0,0.0,1
"lobkoat",0.0,0.0,4
"unique_universe07",0.0,0.0,1
"ferrerobolous",0.0,0.0,2
"talnts",0.0,0.0,3
"marcyjuran",0.0,0.0,1
"__aberrant.hue",0.0,0.0,1
"podogova_kari",0.0,0.0,1
"meestaaroha",0.0,0.0,1
"pete_thebutcher",0.0,0.0,1
"fa.fafaii",0.0,0.0,1
"ebrubulus",0.0,0.0,1
"malefashionbloggers",0.0,0.0,1
"mabubulle",0.0,0.0,2
"misscascio",0.0,0.0,1
"yuriguccione",0.0,0.0,1
"velariasikin",0.0,0.0,1
"giardycamp",0.0,0.0,1
"iemanuelec",0.0,0.0,1
"achrafbsf",0.0,0.0,1
"gi_gi_54",0.0,0.0,1
"mushroomstew",0.0,0.0,1
"mecit_kose",0.0,0.0,1
"whatsinmydish",0.0,0.0,169
"_live_your_dreams_forever",0.0,0.0,2
"romitigiulia",0.0,0.0,1
"sony85wings",0.0,0.0,2
"katrinethinkpink",0.0,0.0,1
"elena_casati",0.0,0.0,1
"j.c.b",0.0,0.0,1
"dmrghita",0.0,0.0,1
"love.shop.travel",0.0,0.0,2
"petrocchigiorgio",0.0,0.0,1
"beaconhillbowtieclub",0.0,0.0,1
"la_piadina",0.0,0.0,1
"kayherbs",0.0,0.0,1
"oopjust",0.0,0.0,1
"brandon__cooper",0.0,0.0,1
"thecakeinthecup",0.0,0.0,1
"gsouzamodel",0.0,0.0,1
"peeellii",0.0,0.0,1
"theta_80",0.0,0.0,5
"martinina2",0.0,0.0,1
"felixrusso",0.0,0.0,44
"fisheyefoto",0.0,0.0,14
"barmespaulita",0.0,0.0,2
"tiliaott",0.0,0.0,1
"erulmehmet",0.0,0.0,1
"leocandeu",0.0,0.0,1
"sheisweightless",0.0,0.0,15
"ella_rose57",0.0,0.0,1
"ninaninadg",0.0,0.0,4
"joycelovescrochet",0.0,0.0,1
"sophcaprio",0.0,0.0,3
"monika_malesa",0.0,0.0,4
"nevesvi",0.0,0.0,1
"letscount123",0.0,0.0,6
"trgjit",0.0,0.0,1
"elisabettagalimi",0.0,0.0,1
"andrebizze",0.0,0.0,2
"peacock_mjh",0.0,0.0,1
"meltemasim",0.0,0.0,1
"pahupi",0.0,0.0,2
"lucreziabini82",0.0,0.0,1
"emspaz",0.0,0.0,2
"bryann_lemonss",0.0,0.0,1
"gallocricchi",0.0,0.0,1
"fithemp",0.0,0.0,2
"ca003cri68",0.0,0.0,2
"nic__e_",0.0,0.0,1
"loekyfiret",0.0,0.0,4
"hencymae",0.0,0.0,5
"ilsuosorrisomistrega",0.0,0.0,1
"giovanniumile",0.0,0.0,1
"giorgiocalo94",0.0,0.0,1
"bibliogirl84",1,0.0,2
"beth_bubbly_toes",0.0,0.0,1
"connellge1525",0.0,0.0,1
"coisadodemo",0.0,0.0,5
"marillievanilla",0.0,0.0,1
"sarawhtvr",0.0,0.0,1
"uaecarzcom",0.0,0.0,4
"papi_tweak",0.0,0.0,1
"irinaumr",0.0,0.0,1
"vitangelo78",0.0,0.0,3
"anpet",0.0,0.0,3
"amo_ale",0.0,0.0,1
"roviverdi",0.0,0.0,1
"adi93p",0.0,0.0,1
"sigadisblogger",0.0,0.0,1
"barbra1894",0.0,0.0,1
"aylinos",0.0,0.0,1
"elizabethsanh",0.0,0.0,4
"radiital",0.0,0.0,2
